CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
STOLEN VEHICLE,08/26/2014 09:45:00 AM,14-043236,VEHICLE THEFT - AUTO,34X,9500 CHERRY ST,Oakland,CA,"9500 CHERRY ST
Oakland, CA
(37.74851488800044, -122.16767007099969)"
BURG - AUTO,08/26/2014 09:00:00 AM,14-043240,BURGLARY-AUTO,31X,300 HEGENBERGER RD,Oakland,CA,"300 HEGENBERGER RD
Oakland, CA
(37.734686988000476, -122.19756928299972)"
MISDEMEANOR ASSAULT,08/21/2014 12:00:00 AM,14-043241,DISTURB THE PEACE,30X,1800 73RD AV,Oakland,CA,"1800 73RD AV
Oakland, CA
(37.76140609900045, -122.18363473899973)"
STOLEN VEHICLE,08/26/2014 10:45:00 AM,14-043247,VEHICLE THEFT - AUTO,17Y,1300 E 24TH ST,Oakland,CA,"1300 E 24TH ST
Oakland, CA
(37.796402840000496, -122.23785709799972)"
STOLEN VEHICLE,08/25/2014 09:00:00 PM,14-043249,VEHICLE THEFT - AUTO,27X,1900 47TH AV,Oakland,CA,"1900 47TH AV
Oakland, CA
(37.77370210900045, -122.2082889719997)"
PETTY THEFT,08/22/2014 01:00:00 AM,14-042723,THEFT,27Y,2200 64TH AV,Oakland,CA,"2200 64TH AV
Oakland, CA
(37.76629638300045, -122.19074316599972)"
DOMESTIC VIOLENCE,08/23/2014 07:52:00 AM,14-042726,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,9900 HOLLY ST,Oakland,CA,"9900 HOLLY ST
Oakland, CA
(37.74394787800048, -122.16855943599973)"
STOLEN VEHICLE,08/26/2014 08:30:00 PM,14-043543,VEHICLE THEFT - AUTO,27X,4700 BROOKDALE AV,Oakland,CA,"4700 BROOKDALE AV
Oakland, CA
(37.77989330900044, -122.20110909299973)"
BURG - RESIDENTIAL,08/27/2014 10:30:00 AM,14-043548,BURGLARY-FORCIBLE ENTRY,08X,500 31ST ST,Oakland,CA,"500 31ST ST
Oakland, CA
(37.820027335000475, -122.26702165999973)"
NARCOTICS,08/27/2014 02:31:00 PM,14-043535,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,29X,IFO 5842 WALNUT,Oakland,CA,"IFO 5842 WALNUT
Oakland, CA
(37.7719633050005, -122.19054958199968)"
STOLEN VEHICLE,08/26/2014 07:00:00 PM,14-043536,VEHICLE THEFT - AUTO,30X,7000 FRESNO ST,Oakland,CA,"7000 FRESNO ST
Oakland, CA
(37.76569812600047, -122.18080007699967)"
PETTY THEFT,08/31/2014 10:29:00 PM,14-038696,VANDALISM,28X,3000 KINGSLAND AV,Oakland,CA,"3000 KINGSLAND AV
Oakland, CA
(37.78050862700047, -122.1950884199997)"
NARCOTICS,08/27/2014 12:42:00 AM,14-043412,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,08X,500 W GRAND AV,Oakland,CA,"500 W GRAND AV
Oakland, CA
(37.80861738900046, -122.25120223999971)"
MISDEMEANOR ASSAULT,08/26/2014 04:46:00 PM,14-043413,BATTERY,01X,200 BROADWAY,Oakland,CA,"200 BROADWAY
Oakland, CA
(37.796194639000475, -122.27621136399972)"
MISDEMEANOR ASSAULT,08/27/2014 01:08:00 AM,14-043414,BATTERY,02Y,1300 PERALTA ST,Oakland,CA,"1300 PERALTA ST
Oakland, CA
(37.810800964000464, -122.29432408299971)"
BURG - COMMERCIAL,08/26/2014 02:07:00 AM,14-043415,BURGLARY-FORCIBLE ENTRY,13Z,2000 MOUNTAIN BLVD,Oakland,CA,"2000 MOUNTAIN BLVD
Oakland, CA
(37.827200238000444, -122.20991598299969)"
STOLEN VEHICLE,08/27/2014 05:30:00 AM,14-043448,VEHICLE THEFT - AUTO,34X,2000 84TH AV,Oakland,CA,"2000 84TH AV
Oakland, CA
(37.75763468000048, -122.1709469649997)"
BURG - AUTO,08/27/2014 03:30:00 AM,14-043449,BURGLARY-AUTO,30X,7000 ARTHUR ST,Oakland,CA,"7000 ARTHUR ST
Oakland, CA
(37.76507266000044, -122.1817277129997)"
BURG - RESIDENTIAL,08/27/2014 08:50:00 AM,14-043452,BURGLARY-FORCIBLE ENTRY,34X,1700 92ND AV,Oakland,CA,"1700 92ND AV
Oakland, CA
(37.750275057000465, -122.17034777799972)"
FELONY ASSAULT,08/27/2014 08:35:00 AM,14-043453,BATTERY W/SERIOUS BODILY INJURY,22Y,3200 MACARTHUR BLVD,Oakland,CA,"3200 MACARTHUR BLVD
Oakland, CA
(37.795983772000454, -122.20309101799972)"
BURG - AUTO,08/27/2014 02:00:00 AM,14-043421,BURGLARY-AUTO,28X,5400 EL CAMILE AV,Oakland,CA,"5400 EL CAMILE AV
Oakland, CA
(37.77549274400047, -122.19543871399969)"
STOLEN VEHICLE,08/26/2014 05:02:00 PM,14-043210,VEHICLE THEFT - AUTO,33X,8700 G ST,Oakland,CA,"8700 G ST
Oakland, CA
(37.74791461500047, -122.18451718299968)"
STOLEN VEHICLE,08/26/2014 09:00:00 PM,14-043411,VEHICLE THEFT - AUTO,24X,4100 LYON AV,Oakland,CA,"4100 LYON AV
Oakland, CA
(37.781913259000476, -122.20620909199971)"
BURG - AUTO,08/24/2014 12:00:00 AM,14-043100,THEFT,34X,9500 PLYMOUTH ST,Oakland,CA,"9500 PLYMOUTH ST
Oakland, CA
(37.74801642400047, -122.16874830599971)"
GRAND THEFT,08/26/2014 03:00:00 AM,14-043206,GRAND THEFT:PROPERTY (AMENDED),09X,700 KINGSTON AV,Oakland,CA,"700 KINGSTON AV
Oakland, CA
(37.822904983000456, -122.25007709499971)"
ROBBERY,08/26/2014 05:00:00 AM,14-043209,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3800 INTERNATIONAL BLVD,Oakland,CA,"3800 INTERNATIONAL BLVD
Oakland, CA
(37.774726477000456, -122.21970692199972)"
BURG - COMMERCIAL,08/26/2014 04:00:00 AM,14-043205,BURGLARY-FORCIBLE ENTRY,12Y,5600 COLLEGE AV,Oakland,CA,"5600 COLLEGE AV
Oakland, CA
(37.843532681000454, -122.2516447159997)"
DOMESTIC VIOLENCE,08/21/2014 08:25:00 PM,14-042468,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03X,200 14TH ST,Oakland,CA,"200 14TH ST
Oakland, CA
(37.80203978400044, -122.26532224499971)"
OTHER,08/21/2014 05:00:00 PM,14-042495,POSSESS HYPODERMIC NEEDLE/SYRINGE (REPEALED),31Y,400 ASHTON AV,Oakland,CA,"400 ASHTON AV
Oakland, CA
(37.73510526700045, -122.18700516399969)"
DOMESTIC VIOLENCE,08/22/2014 12:49:00 AM,14-042493,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,26X,HIGH ST. AND INTERNATIONAL BLVD.,Oakland,CA,"HIGH ST. AND INTERNATIONAL BLVD.
Oakland, CA
(37.772352069000476, -122.21482906999972)"
BURG - COMMERCIAL,08/26/2014 04:10:00 AM,14-043202,BURGLARY-FORCIBLE ENTRY,09X,3900 PIEDMONT AV,Oakland,CA,"3900 PIEDMONT AV
Oakland, CA
(37.824997075000454, -122.25421084799973)"
NARCOTICS,08/22/2014 11:19:00 PM,14-042491,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,10Y,5800 MARTIN LUTHER KING JR W,Oakland,CA,"5800 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
PETTY THEFT,08/26/2014 03:54:00 AM,14-043204,VANDALISM,12Y,5800 COLLEGE AV,Oakland,CA,"5800 COLLEGE AV
Oakland, CA
(37.84606499400047, -122.2519010749997)"
MISDEMEANOR ASSAULT,08/23/2014 06:30:00 AM,14-042715,BATTERY,21Y,3000 CAPP ST,Oakland,CA,"3000 CAPP ST
Oakland, CA
(37.79374770500044, -122.21618130399969)"
WEAPONS,08/21/2014 07:07:00 PM,14-042458,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,29X,3300 72ND AV,Oakland,CA,"3300 72ND AV
Oakland, CA
(37.769700618000456, -122.17305712699971)"
VANDALISM,08/23/2014 04:30:00 AM,14-042711,VANDALISM,21Y,2700 BROOKDALE AV,Oakland,CA,"2700 BROOKDALE AV
Oakland, CA
(37.793377311000484, -122.22018281399971)"
MISDEMEANOR ASSAULT,08/23/2014 01:28:00 AM,14-042713,THREAT CRIME:INT:TERRORIZE,10X,900 53RD ST,Oakland,CA,"900 53RD ST
Oakland, CA
(37.83745338300048, -122.27364559899968)"
STOLEN VEHICLE,08/25/2014 09:00:00 PM,14-043197,VEHICLE THEFT - AUTO,16Y,1100 EVERETT AV,Oakland,CA,"1100 EVERETT AV
Oakland, CA
(37.809657900000445, -122.22141575599971)"
WEAPONS,08/26/2014 02:04:00 AM,14-043198,POSS/ETC FIREARM W/PR VIOLENT OFFENSE CONVICTION,19X,2200 INTERNATIONAL BLVD,Oakland,CA,"2200 INTERNATIONAL BLVD
Oakland, CA
(37.78444482100048, -122.2375845739997)"
MISDEMEANOR ASSAULT,08/21/2014 06:25:00 PM,14-042456,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,18X,2200 E.19TH ST,Oakland,CA,"2200 E.19TH ST
Oakland, CA
(37.78786667000048, -122.23460614599969)"
PETTY THEFT,08/21/2014 10:30:00 PM,14-042485,THEFT,02Y,700 PERALTA ST,Oakland,CA,"700 PERALTA ST
Oakland, CA
(37.80615212900045, -122.29804417599968)"
MISDEMEANOR ASSAULT,08/21/2014 11:48:00 PM,14-042488,BATTERY,27X,5000 CONGRESS AVE,Oakland,CA,"5000 CONGRESS AVE
Oakland, CA
(37.77663755800046, -122.2023694879997)"
DOMESTIC VIOLENCE,08/21/2014 02:20:00 PM,14-042419,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,1500 LINDEN ST,Oakland,CA,"1500 LINDEN ST
Oakland, CA
(37.80982603400048, -122.2836779699997)"
STOLEN VEHICLE,08/24/2014 01:30:00 PM,14-042963,VEHICLE THEFT - AUTO,30Y,7300 HILLSIDE ST,Oakland,CA,"7300 HILLSIDE ST
Oakland, CA
(37.76818838100047, -122.17326872499973)"
ROBBERY,08/21/2014 09:30:00 PM,14-042483,ROBBERY-FIREARM,24X,2200 35TH AVE,Oakland,CA,"2200 35TH AVE
Oakland, CA
(37.78502402100048, -122.2153488779997)"
BURG - RESIDENTIAL,08/20/2014 07:00:00 PM,14-042383,BURGLARY-FORCIBLE ENTRY,06X,3700 MARTIN LUTHER KING JR W,Oakland,CA,"3700 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
STOLEN VEHICLE,08/20/2014 12:00:00 PM,14-042913,VEHICLE THEFT - AUTO,35X,2200 90TH AV,Oakland,CA,"2200 90TH AV
Oakland, CA
(37.75369502900048, -122.16542753499971)"
ARSON,08/24/2014 03:53:00 AM,14-042909,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,30X,1400 67TH AV,Oakland,CA,"1400 67TH AV
Oakland, CA
(37.761528282000484, -122.19174217199969)"
MISDEMEANOR ASSAULT,08/24/2014 08:18:00 AM,14-042910,BATTERY,33X,1100 87TH AV,Oakland,CA,"1100 87TH AV
Oakland, CA
(37.74947558200046, -122.18092063799969)"
THREATS,08/24/2014 07:02:00 AM,14-042911,THREAT CRIME:INT:TERRORIZE,08X,400 W GRAND AV,Oakland,CA,"400 W GRAND AV
Oakland, CA
(37.81157157600046, -122.26679575599968)"
DOMESTIC VIOLENCE,08/21/2014 11:31:00 AM,14-042379,BATTERY W/SERIOUS BODILY INJURY,09X,200 40TH STREET WY,Oakland,CA,"200 40TH STREET WY
Oakland, CA
(37.82682574700044, -122.2547155479997)"
STOLEN VEHICLE,08/23/2014 06:49:00 PM,14-042903,SC STOLEN VEHICLE - AUTO,26X,4900 E 12TH ST,Oakland,CA,"4900 E 12TH ST
Oakland, CA
(37.768113532000484, -122.21114085799968)"
DOMESTIC VIOLENCE,08/21/2014 01:45:00 AM,14-042322,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Z,300 105TH AV,Oakland,CA,"300 105TH AV
Oakland, CA
(37.725866271000484, -122.18230039699972)"
STOLEN VEHICLE,08/23/2014 11:30:00 PM,14-042906,VEHICLE THEFT - AUTO,31Z,10400 SAN LEANDRO ST,Oakland,CA,"10400 SAN LEANDRO ST
Oakland, CA
(37.73612543100046, -122.1761089039997)"
MISDEMEANOR ASSAULT,08/26/2014 11:15:00 AM,14-043250,THREAT CRIME:INT:TERRORIZE,22X,4300 LINCOLN AV,Oakland,CA,"4300 LINCOLN AV
Oakland, CA
(37.80802472400046, -122.20475830599969)"
ROBBERY,08/23/2014 10:45:00 PM,14-042908,ROBBERY-FIREARM,19X,100 E 10TH,Oakland,CA,"100 E 10TH
Oakland, CA
(37.796104513000444, -122.25929634299968)"
BURG - AUTO,08/26/2014 09:35:00 AM,14-043254,BURGLARY-FORCIBLE ENTRY,31Y,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.74563251400048, -122.19590538799969)"
BURG - RESIDENTIAL,08/23/2014 12:00:00 AM,14-043257,BURGLARY-NO FORCE,20X,1500 27TH AVE,Oakland,CA,"1500 27TH AVE
Oakland, CA
(37.78162979700045, -122.23059713699968)"
PETTY THEFT,08/21/2014 02:00:00 PM,14-042382,THEFT,26Y,1100 73RD AV,Oakland,CA,"1100 73RD AV
Oakland, CA
(37.75691843800047, -122.1906769039997)"
STOLEN VEHICLE,08/24/2014 03:30:00 AM,14-042899,VEHICLE THEFT - AUTO,19X,1400 13TH AV,Oakland,CA,"1400 13TH AV
Oakland, CA
(37.78992094200049, -122.24706048499968)"
STOLEN VEHICLE,08/25/2014 03:30:00 PM,14-043313,VEHICLE THEFT - AUTO,30Y,7200 BANCROFT AV,Oakland,CA,"7200 BANCROFT AV
Oakland, CA
(37.76646799000048, -122.17767335799971)"
NARCOTICS,08/26/2014 03:17:00 PM,14-043317,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,2400 MARTIN LUTHER KING JR W,Oakland,CA,"2400 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
STOLEN VEHICLE,08/26/2014 12:43:00 AM,14-043192,VEHICLE THEFT - AUTO,20X,400 DERBY AV,Oakland,CA,"400 DERBY AV
Oakland, CA
(37.77166255900045, -122.23185312399971)"
STOLEN VEHICLE,08/20/2014 07:00:00 PM,14-042438,VEHICLE THEFT - AUTO,33X,800 HAWKINS DR,Oakland,CA,"800 HAWKINS DR
Oakland, CA
(37.74326266000048, -122.18157980299969)"
,08/21/2014 04:44:00 PM,14-042439,ROBBERY-FIREARM,08X,2300 TELEGRAPH AVE,Oakland,CA,"2300 TELEGRAPH AVE
Oakland, CA
(37.812684248000494, -122.26874982199968)"
ROBBERY,08/26/2014 12:35:00 AM,14-043193,CARJACKING - STRONGARM,25X,3800 39TH AV,Oakland,CA,"3800 39TH AV
Oakland, CA
(37.79180905500044, -122.19434865499971)"
ROBBERY,08/26/2014 12:55:00 PM,14-043195,ROBBERY-FIREARM,04X,1400 WEBSTER ST,Oakland,CA,"1400 WEBSTER ST
Oakland, CA
(37.80344111700049, -122.26871623299968)"
BURG - RESIDENTIAL,08/21/2014 07:30:00 AM,14-042444,BURGLARY-FORCIBLE ENTRY,24Y,4000 SUTER ST,Oakland,CA,"4000 SUTER ST
Oakland, CA
(37.78807220500045, -122.20087863699968)"
BURG - RESIDENTIAL,08/26/2014 01:57:00 AM,14-043196,BURGLARY-FORCIBLE ENTRY,31Y,200 HEGENBERGER RD,Oakland,CA,"200 HEGENBERGER RD
Oakland, CA
(37.73116446300048, -122.19923087399968)"
FELONY ASSAULT,08/21/2014 10:20:00 PM,14-042477,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,2300 SAN PABLO AV,Oakland,CA,"2300 SAN PABLO AV
Oakland, CA
(37.81394453100046, -122.27428298699971)"
ROBBERY,08/21/2014 09:45:00 PM,14-042481,ROBBERY-FIREARM,28X,3400 HIGH ST,Oakland,CA,"3400 HIGH ST
Oakland, CA
(37.78608567100048, -122.19716598499969)"
DOMESTIC VIOLENCE,08/25/2014 09:51:00 PM,14-043187,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,800 15TH ST,Oakland,CA,"800 15TH ST
Oakland, CA
(37.808348098000465, -122.27913713299972)"
BURG - RESIDENTIAL,08/25/2014 01:30:00 PM,14-043189,BURGLARY-FORCIBLE ENTRY,18Y,1900 E 25TH ST,Oakland,CA,"1900 E 25TH ST
Oakland, CA
(37.79418506000047, -122.23274498999967)"
BURG - RESIDENTIAL,08/25/2014 06:35:00 PM,14-043190,BURGLARY-FORCIBLE ENTRY,21Y,3200 MAPLE AV,Oakland,CA,"3200 MAPLE AV
Oakland, CA
(37.793294751000474, -122.20904120499972)"
STOLEN VEHICLE,08/26/2014 03:39:00 PM,14-043305,VEHICLE THEFT - AUTO,12Y,5300 LAWTON AV,Oakland,CA,"5300 LAWTON AV
Oakland, CA
(37.83881349800049, -122.25444910699969)"
DOMESTIC VIOLENCE,08/20/2014 11:44:00 PM,14-042316,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24Y,2600 HIGH ST,Oakland,CA,"2600 HIGH ST
Oakland, CA
(37.7825664880005, -122.20404194199972)"
DOMESTIC VIOLENCE,08/24/2014 04:23:00 AM,14-042888,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,400 36TH ST,Oakland,CA,"400 36TH ST
Oakland, CA
(37.82384284100044, -122.26210983799967)"
DOMESTIC VIOLENCE,08/24/2014 07:12:00 AM,14-042896,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,6000 INTERNATIONAL BLVD,Oakland,CA,"6000 INTERNATIONAL BLVD
Oakland, CA
(37.76467321000047, -122.19853630599971)"
DOMESTIC VIOLENCE,08/24/2014 07:47:00 AM,14-042897,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26Y,1000 70TH AV,Oakland,CA,"1000 70TH AV
Oakland, CA
(37.75738578800048, -122.19397416399971)"
DOMESTIC VIOLENCE,08/21/2014 01:20:00 PM,14-042395,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,2200 CHURCH ST,Oakland,CA,"2200 CHURCH ST
Oakland, CA
(37.76604752400044, -122.18261827699968)"
FELONY ASSAULT,08/23/2014 12:53:00 AM,14-042699,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27X,5100 BANCROFT AV,Oakland,CA,"5100 BANCROFT AV
Oakland, CA
(37.77179852900048, -122.20495886699968)"
DOMESTIC VIOLENCE,08/23/2014 02:00:00 AM,14-042702,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,3600 DELMONT AV,Oakland,CA,"3600 DELMONT AV
Oakland, CA
(37.778078880000464, -122.17756676299967)"
DOMESTIC VIOLENCE,08/23/2014 02:15:00 AM,14-042703,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,500 32ND ST,Oakland,CA,"500 32ND ST
Oakland, CA
(37.82094601500046, -122.26678117799969)"
DOMESTIC VIOLENCE,08/23/2014 03:00:00 AM,14-042706,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30Y,1900 DURANT AVE.,Oakland,CA,"1900 DURANT AVE.
Oakland, CA
(37.7386676430005, -122.15660064699972)"
STOLEN VEHICLE,08/22/2014 11:00:00 PM,14-042708,VEHICLE THEFT - AUTO,27Y,5400 CRITTENDEN ST,Oakland,CA,"5400 CRITTENDEN ST
Oakland, CA
(37.76967602500048, -122.20398749299972)"
FELONY ASSAULT,08/20/2014 02:00:00 PM,14-042250,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,900 37TH ST,Oakland,CA,"900 37TH ST
Oakland, CA
(37.8271842260005, -122.27490388099972)"
MISDEMEANOR ASSAULT,08/20/2014 03:21:00 PM,14-042271,ASSAULT,03X,300 11TH ST,Oakland,CA,"300 11TH ST
Oakland, CA
(37.80091713000047, -122.26897400199971)"
ROBBERY,08/20/2014 09:00:00 AM,14-042239,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,200 13TH ST,Oakland,CA,"200 13TH ST
Oakland, CA
(37.80134792300049, -122.26575306699971)"
BURG - RESIDENTIAL,08/22/2014 10:00:00 AM,14-042696,ATTEMPTED BURGLARY,30Y,7600 NEY AV,Oakland,CA,"7600 NEY AV
Oakland, CA
(37.76837236500046, -122.16867842299968)"
BURG - RESIDENTIAL,08/20/2014 11:00:00 AM,14-042267,BURGLARY-FORCIBLE ENTRY,27X,2100 47TH AV,Oakland,CA,"2100 47TH AV
Oakland, CA
(37.775251917000446, -122.20714359299973)"
MISDEMEANOR ASSAULT,08/24/2014 02:00:00 AM,14-042878,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,05Y,1400 16TH ST,Oakland,CA,"1400 16TH ST
Oakland, CA
(37.81239112700047, -122.29127967299968)"
DISORDERLY CONDUCT,08/23/2014 09:25:00 PM,14-042881,DISTURB THE PEACE BY LOUD/UNREASONABLE NOISE,26Y,5800 EASTLAWN ST,Oakland,CA,"5800 EASTLAWN ST
Oakland, CA
(37.764590833000454, -122.2014266759997)"
DOMESTIC VIOLENCE,08/20/2014 11:34:00 PM,14-042311,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,2400 SEMINARY AV,Oakland,CA,"2400 SEMINARY AV
Oakland, CA
(37.769991236000465, -122.1925614319997)"
ROBBERY,08/23/2014 12:10:00 AM,14-042694,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",15X,2000 LAKESHORE AV,Oakland,CA,"2000 LAKESHORE AV
Oakland, CA
(37.804136633000496, -122.25203770999968)"
DOMESTIC VIOLENCE,08/20/2014 02:41:00 PM,14-042261,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,800 KIRKHAM WY,Oakland,CA,"800 KIRKHAM WY
Oakland, CA
(37.80587034500047, -122.29192618099972)"
BURG - RESIDENTIAL,08/20/2014 12:45:00 PM,14-043116,BURGLARY-FORCIBLE ENTRY,23X,4100 15TH ST,Oakland,CA,"4100 15TH ST
Oakland, CA
(37.77387742400049, -122.21608281299973)"
STOLEN VEHICLE,08/24/2014 07:00:00 PM,14-043124,VEHICLE THEFT - AUTO,32Y,2100 106TH AV,Oakland,CA,"2100 106TH AV
Oakland, CA
(37.74095424900048, -122.1587615839997)"
BURG - AUTO,08/20/2014 12:00:00 PM,14-042227,BURGLARY-AUTO,20X,3000 E 9TH ST,Oakland,CA,"3000 E 9TH ST
Oakland, CA
(37.774240500000474, -122.23027375199968)"
STOLEN VEHICLE,08/24/2014 04:00:00 PM,14-043114,VEHICLE THEFT - AUTO,08X,200 FRISBIE ST,Oakland,CA,"200 FRISBIE ST
Oakland, CA
(37.81799581100046, -122.25807444899971)"
STOLEN VEHICLE,08/20/2014 12:00:00 PM,14-042217,VEHICLE THEFT - AUTO,32X,1400 104TH AV,Oakland,CA,"1400 104TH AV
Oakland, CA
(37.74027219600049, -122.16731277299971)"
MISDEMEANOR ASSAULT,08/25/2014 12:00:00 AM,14-043115,DISTURB THE PEACE,,00 ,Oakland,CA,"00
Oakland, CA
(37.80508210800048, -122.27306651899971)"
STOLEN VEHICLE,08/24/2014 03:15:00 PM,14-043106,VEHICLE THEFT - AUTO,22X,3500 FRUITVALE AV,Oakland,CA,"3500 FRUITVALE AV
Oakland, CA
(37.80046192900045, -122.21607368099973)"
BURG - RESIDENTIAL,08/25/2014 01:15:00 PM,14-043108,BURGLARY-FORCIBLE ENTRY,31Y,300 98TH AV,Oakland,CA,"300 98TH AV
Oakland, CA
(37.73249942500047, -122.18715834299968)"
STOLEN VEHICLE,08/24/2014 01:00:00 PM,14-043109,VEHICLE THEFT - AUTO,17X,1200 E 20TH ST,Oakland,CA,"1200 E 20TH ST
Oakland, CA
(37.794471444000465, -122.24233469999967)"
BURG - RESIDENTIAL,08/23/2014 06:00:00 PM,14-043111,BURGLARY-FORCIBLE ENTRY,24X,3900 SANTA RITA ST,Oakland,CA,"3900 SANTA RITA ST
Oakland, CA
(37.78249285600049, -122.20981919099972)"
PETTY THEFT,08/25/2014 12:00:00 AM,14-043112,THEFT,13X,5600 ESTATES DR,Oakland,CA,"5600 ESTATES DR
Oakland, CA
(37.83450340100046, -122.21951909899968)"
STOLEN AND RECOVERED VEHICLE,08/24/2014 08:00:00 PM,14-043113,VEHICLE THEFT - AUTO,14Y,3500 GRAND AV,Oakland,CA,"3500 GRAND AV
Oakland, CA
(37.81437419000048, -122.24612182899972)"
PETTY THEFT,08/20/2014 09:19:00 AM,14-042185,EMBEZZLEMENT BY EMPLOYEE [OVER $400],31X,00 SWAN WY,Oakland,CA,"00 SWAN WY
Oakland, CA
(37.73105087200048, -122.20657296699972)"
ROBBERY,08/26/2014 11:20:00 AM,14-043261,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,900 INTERNATIONAL BLVD,Oakland,CA,"900 INTERNATIONAL BLVD
Oakland, CA
(37.792722498000444, -122.25036763599968)"
PETTY THEFT,08/25/2014 02:05:00 PM,14-043264,THEFT:PERSONAL PROPERTY,32X,00 TOWN SQUARE PL,Oakland,CA,"00 TOWN SQUARE PL
Oakland, CA
(37.740845608000484, -122.17097944299968)"
BURG - AUTO,08/25/2014 10:30:00 PM,14-043267,BURGLARY-AUTO,35X,2200 84TH AV,Oakland,CA,"2200 84TH AV
Oakland, CA
(37.75851316000046, -122.16908320499971)"
MISDEMEANOR ASSAULT,08/23/2014 10:30:00 PM,14-042867,BATTERY,19X,1500 16TH AV,Oakland,CA,"1500 16TH AV
Oakland, CA
(37.789227377000486, -122.24328388399971)"
BURG - AUTO,08/26/2014 11:45:00 AM,14-043268,BURGLARY-AUTO,04X,1400 BROADWAY,Oakland,CA,"1400 BROADWAY
Oakland, CA
(37.80439001500048, -122.2711180819997)"
STOLEN VEHICLE,08/26/2014 09:46:00 PM,14-043273,VEHICLE THEFT - AUTO,33X,8700 G ST,Oakland,CA,"8700 G ST
Oakland, CA
(37.74791461500047, -122.18451718299968)"
MISDEMEANOR ASSAULT,08/20/2014 12:55:00 PM,14-042242,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,10Y,5200 WEST ST,Oakland,CA,"5200 WEST ST
Oakland, CA
(37.83719102500049, -122.26921289399968)"
THREATS,08/23/2014 10:45:00 PM,14-042856,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,31X,00 HEGENBERGER RD,Oakland,CA,"00 HEGENBERGER RD
Oakland, CA
(37.72653438600048, -122.20167402099969)"
MISDEMEANOR ASSAULT,08/23/2014 10:40:00 PM,14-042861,BATTERY,20X,1500 27TH AV,Oakland,CA,"1500 27TH AV
Oakland, CA
(37.78162979700045, -122.23059713699968)"
FELONY ASSAULT,08/23/2014 08:30:00 PM,14-042839,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,06X,700 APGAR ST,Oakland,CA,"700 APGAR ST
Oakland, CA
(37.82842741900049, -122.27017571299973)"
DOMESTIC VIOLENCE,08/23/2014 10:33:00 PM,14-042851,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18X,2200 E 20TH ST,Oakland,CA,"2200 E 20TH ST
Oakland, CA
(37.78870829700048, -122.23381777599968)"
DOMESTIC VIOLENCE,08/20/2014 09:25:00 AM,14-042186,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02X,1000 LINDEN ST,Oakland,CA,"1000 LINDEN ST
Oakland, CA
(37.80621228400048, -122.28494450499971)"
